time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3382	-6.65415	4.83345	2.31817	-0.549697	lidar	3.14131	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5052	-6.47772	4.8339	2.28583	-0.564446	radar	3.48472	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6113	-6.32364	4.77225	2.25488	-0.571	lidar	5.70746	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7521	-6.13203	4.77035	2.2228	-0.57537	radar	0.338661	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9297	-5.93797	4.79878	2.20233	-0.565096	lidar	2.44024	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0599	-5.73351	4.80016	2.17122	-0.565415	radar	1.87094	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1939	-5.55792	4.78092	2.14955	-0.559882	lidar	0.419603	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3464	-5.3722	4.78463	2.14159	-0.525881	radar	1.29784	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4865	-5.15592	4.80524	2.11584	-0.524081	lidar	0.529925	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6192	-4.97435	4.79064	2.11023	-0.487275	radar	6.5234	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7345	-4.79519	4.76258	2.09069	-0.483962	lidar	0.694575	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8553	-4.58943	4.76404	2.07261	-0.471626	radar	0.263407	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9637	-4.35542	4.78406	2.04284	-0.476879	lidar	0.453746	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.073	-4.13622	4.7897	2.00214	-0.518276	radar	10.9265	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1598	-3.86684	4.83219	1.96298	-0.52961	lidar	2.11467	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.234	-3.63256	4.83462	1.91438	-0.57476	radar	3.58246	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2627	-3.3681	4.84517	1.86382	-0.596282	lidar	4.55384	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.312	-3.12645	4.84737	1.81892	-0.623477	radar	0.617366	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3382	-2.88624	4.83891	1.77751	-0.634266	lidar	1.41651	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.396	-2.65847	4.83327	1.75369	-0.622803	radar	1.33337	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4758	-2.48517	4.7816	1.74391	-0.604739	lidar	5.67789	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5305	-2.24992	4.78506	1.72603	-0.582299	radar	0.9349	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5816	-2.04514	4.75729	1.70623	-0.574719	lidar	1.32172	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6123	-1.80741	4.75758	1.6856	-0.555092	radar	1.97829	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6096	-1.5622	4.75952	1.64799	-0.564843	lidar	1.12307	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6071	-1.32827	4.75397	1.60657	-0.58957	radar	1.73538	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6105	-1.10063	4.74299	1.57719	-0.590105	lidar	0.10326	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6395	-0.872108	4.73876	1.56138	-0.573086	radar	5.16562	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6496	-0.628215	4.74913	1.53792	-0.567296	lidar	0.446034	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6369	-0.387327	4.75646	1.50088	-0.587758	radar	2.21947	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5909	-0.110086	4.79783	1.46126	-0.595742	lidar	2.56859	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5714	0.127632	4.8	1.43201	-0.599823	radar	2.75153	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5478	0.404694	4.84463	1.40652	-0.592853	lidar	1.88216	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.535	0.641522	4.83929	1.39613	-0.560929	radar	1.75045	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5274	0.913598	4.87711	1.38196	-0.545023	lidar	3.33949	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4895	1.16505	4.88356	1.37322	-0.504285	radar	7.36949	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4323	1.40719	4.88768	1.34592	-0.506157	lidar	0.0721717	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3936	1.63021	4.86688	1.33362	-0.48331	radar	8.22707	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3376	1.85208	4.85136	1.31016	-0.483301	lidar	0.215581	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2702	2.08302	4.85001	1.28293	-0.489849	radar	0.191521	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2064	2.28986	4.82198	1.25961	-0.489851	lidar	0.706093	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1438	2.51962	4.81628	1.24859	-0.463323	radar	0.888051	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.065	2.75852	4.82875	1.22632	-0.461943	lidar	0.12931	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9708	2.98088	4.83351	1.18723	-0.496636	radar	2.79251	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8716	3.24527	4.87956	1.16414	-0.493145	lidar	1.75163	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7891	3.47275	4.88084	1.14492	-0.488741	radar	2.16216	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6825	3.68222	4.86958	1.11819	-0.49147	lidar	0.136126	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5659	3.89144	4.86437	1.08807	-0.500406	radar	1.09696	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4961	4.08589	4.82937	1.07568	-0.489051	lidar	3.76714	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3726	4.29059	4.82576	1.04723	-0.494923	radar	0.608301	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2146	4.50288	4.84354	1.01186	-0.504966	lidar	1.9916	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0638	4.70075	4.83954	0.987182	-0.492536	radar	8.92951	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9445	4.89827	4.83014	0.967369	-0.488036	lidar	0.450839	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7885	5.09005	4.83124	0.937794	-0.491741	radar	2.29942	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6226	5.29626	4.85391	0.909101	-0.494995	lidar	0.909275	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4514	5.47385	4.85915	0.867024	-0.526028	radar	0.969314	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2651	5.64676	4.86267	0.830647	-0.536139	lidar	1.23814	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0986	5.81114	4.85604	0.795323	-0.5539	radar	3.24423	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9245	5.9741	4.84958	0.765355	-0.556521	lidar	0.0561221	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7785	6.16337	4.83323	0.771512	-0.492584	radar	4.70632	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6096	6.32176	4.82237	0.746778	-0.493199	lidar	0.125766	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.459	6.50017	4.81102	0.743016	-0.458801	radar	1.9391	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2417	6.70225	4.87193	0.720018	-0.456207	lidar	4.20999	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0456	6.84689	4.86274	0.695189	-0.451796	radar	5.56652	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8346	7.01324	4.88891	0.67002	-0.453401	lidar	1.09063	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6235	7.14758	4.89237	0.634987	-0.471439	radar	1.48636	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4372	7.29603	4.88851	0.616029	-0.466843	lidar	0.284682	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2111	7.41762	4.90829	0.568045	-0.511932	radar	2.60965	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0305	7.58019	4.91363	0.558659	-0.495017	lidar	2.15426	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8469	7.7473	4.91	0.563245	-0.447483	radar	5.86183	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6394	7.89047	4.91978	0.545555	-0.442248	lidar	0.14413	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4475	8.02691	4.90721	0.535695	-0.423304	radar	1.65094	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2144	8.07751	4.8721	0.487532	-0.452542	lidar	4.32283	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0218	8.23417	4.86277	0.501191	-0.389716	radar	6.70232	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8416	8.38546	4.85956	0.500398	-0.370305	lidar	3.1735	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6039	8.49271	4.88315	0.467333	-0.395695	radar	4.22404	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.36	8.62182	4.91855	0.449703	-0.392415	lidar	1.43167	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1597	8.75531	4.9032	0.45626	-0.347315	radar	2.06294	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9563	8.86197	4.88833	0.442298	-0.344163	lidar	0.592871	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7541	8.98675	4.87213	0.447188	-0.305331	radar	1.72662	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5281	9.0619	4.85987	0.421279	-0.316686	lidar	0.613159	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2913	9.1665	4.88003	0.402754	-0.322821	radar	4.3093	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0123	9.24817	4.92174	0.373415	-0.3357	lidar	5.92014	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7935	9.33477	4.912	0.357195	-0.336459	radar	1.662	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5427	9.43201	4.93802	0.34187	-0.334341	lidar	0.812017	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2802	9.46056	4.95391	0.288234	-0.392798	radar	5.82538	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0014	9.57865	5.01849	0.280563	-0.378762	lidar	3.99308	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7586	9.66547	5.01796	0.277505	-0.349081	radar	2.90437	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4899	9.77042	5.0626	0.270456	-0.337	lidar	1.85953	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2453	9.84206	5.06729	0.254578	-0.337632	radar	0.53204	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9792	9.96346	5.11471	0.257101	-0.316073	lidar	2.40321	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7279	10.0252	5.11846	0.239809	-0.318397	radar	0.119545	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4794	10.1369	5.14106	0.243271	-0.297582	lidar	1.7815	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2267	10.1993	5.14835	0.226181	-0.303815	radar	0.666862	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9817	10.2377	5.13519	0.205194	-0.310122	lidar	0.200718	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7347	10.3013	5.13097	0.198929	-0.294786	radar	0.267559	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4996	10.3102	5.09888	0.171033	-0.309153	lidar	1.12217	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2143	10.3244	5.13941	0.130085	-0.353559	radar	8.27911	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9528	10.3836	5.15608	0.122314	-0.342789	lidar	0.475926	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7044	10.423	5.13234	0.123644	-0.302981	radar	6.3482	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4506	10.3995	5.11411	0.0886461	-0.324447	lidar	1.89642	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1906	10.4252	5.11806	0.0762182	-0.317101	radar	0.646646	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9	10.564	5.18985	0.104458	-0.268334	lidar	8.79903	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6446	10.6257	5.18173	0.117322	-0.222654	radar	2.35072	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3861	10.6316	5.17675	0.0974479	-0.232059	lidar	0.40825	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1241	10.657	5.18255	0.0856735	-0.233048	radar	0.256207	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8685	10.7512	5.19875	0.101701	-0.203459	lidar	4.19356	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6057	10.8012	5.20469	0.104949	-0.183115	radar	1.59156	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3583	10.777	5.18046	0.0775234	-0.202571	lidar	1.64197	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0998	10.8165	5.17802	0.0818716	-0.177559	radar	0.757298	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8501	10.8809	5.17976	0.0897143	-0.15992	lidar	2.06582	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5763	10.9007	5.19548	0.0807619	-0.160136	radar	2.75148	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.338	10.9202	5.17375	0.0732914	-0.159615	lidar	0.731399	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0749	10.8533	5.188	0.00682576	-0.26008	radar	9.70794	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7883	10.8244	5.21111	-0.017514	-0.271824	lidar	2.87099	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5317	10.8209	5.20727	-0.0296557	-0.269819	radar	0.143589	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2918	10.8196	5.18725	-0.0398656	-0.266559	lidar	0.930314	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0381	10.877	5.16806	-0.00672588	-0.187485	radar	6.65177	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77974	10.9206	5.17553	0.00121821	-0.168905	lidar	1.9921	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.53922	10.9078	5.15186	-0.00929538	-0.167924	radar	4.08472	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28086	10.9305	5.15671	-0.00802174	-0.157654	lidar	0.632418	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02877	10.9155	5.14484	-0.0160436	-0.151704	radar	2.76059	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.7686	10.9424	5.15258	-0.0118772	-0.139314	lidar	0.928719	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52063	10.905	5.13668	-0.029763	-0.148798	radar	6.56581	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.33075	10.836	5.05689	-0.0594069	-0.172061	lidar	6.48142	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.07515	10.852	5.05633	-0.0484009	-0.140178	radar	1.45588	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.7673	10.8815	5.12136	-0.0393199	-0.123145	lidar	4.1895	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50407	10.8833	5.12303	-0.0315794	-0.0953802	radar	2.15854	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23512	10.8664	5.1365	-0.0392614	-0.0984497	lidar	0.458	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.99007	10.903	5.11634	-0.0115309	-0.0420187	radar	4.23142	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
